Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
bdcdd875-20ce-3c0d-bbbd-907728f94e23,d5f4875f-6df2-32a8-a01b-47267f47fc49,Avery919 Brakus656,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
470c2731-db32-3b86-b48a-a77333647dbc,d5f4875f-6df2-32a8-a01b-47267f47fc49,Regenia619 Boyer713,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
c2486d2b-07b0-356e-9f69-c56bcfc741ae,d5f4875f-6df2-32a8-a01b-47267f47fc49,Nick779 Fritsch593,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
8046feb9-cf67-3e98-82b1-337867f80129,d5f4875f-6df2-32a8-a01b-47267f47fc49,Donnell534 Gulgowski816,M,GENERAL PRACTICE,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,35
34564896-8413-3522-9b8a-5dda761ed81a,6725cc67-119b-38a5-9fc8-c104c2b7f993,Georgette866 Schulist381,F,CHIROPRACTIC,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,0
7851b7d9-af48-3073-8636-dc52675cdff8,6725cc67-119b-38a5-9fc8-c104c2b7f993,Annabell933 Harvey63,F,GENERAL PRACTICE,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,60
c2c32efe-a1e7-3846-bcc3-eb9902ba66dd,3a7bb7bb-9e72-3d69-8922-fb46c14a7457,Jaime666 Aguayo104,M,GENERAL PRACTICE,664 A MAIN ST,AMHERST,MA,01002-2440,42.363534,-72.50729100000001,19
b8183b5a-d0fc-3ebe-9753-41f1d4b40a1f,3a7bb7bb-9e72-3d69-8922-fb46c14a7457,Yolanda648 Serrato62,F,CLINICAL NURSE SPECIALIST,664 A MAIN ST,AMHERST,MA,01002-2440,42.363534,-72.50729100000001,0
681bbac2-c176-3607-8271-1595ff68e930,5e956b7f-ea9a-324d-a15d-b23794044d94,Stefan297 Schroeder447,M,OPTOMETRY,200 JEFFERSON RD,WILMINGTON,MA,01887-1999,42.564646999999994,-71.164516,0
8d9f94bf-8eae-3cf8-95d0-83a032838654,5e956b7f-ea9a-324d-a15d-b23794044d94,Leigh689 Shields502,F,OPTOMETRY,200 JEFFERSON RD,WILMINGTON,MA,01887-1999,42.564646999999994,-71.164516,0
1c233929-eeb7-3145-8853-b36eab96deae,5e956b7f-ea9a-324d-a15d-b23794044d94,Altagracia629 Christiansen251,F,GENERAL PRACTICE,200 JEFFERSON RD,WILMINGTON,MA,01887-1999,42.564646999999994,-71.164516,38
46b0299c-33b8-361e-96e7-8584adbe8559,7ae92f6b-21d5-3e24-8265-d69bd2b9b4ca,Daniel959 Huel628,M,PSYCHIATRY,43 PENNYWISE PATH,EDGARTOWN,MA,02539-7031,41.37295,-70.482349,0
a026a185-5ff1-3551-b03b-e97b71b6bcab,7ae92f6b-21d5-3e24-8265-d69bd2b9b4ca,Sam879 Oberbrunner298,M,GENERAL PRACTICE,43 PENNYWISE PATH,EDGARTOWN,MA,02539-7031,41.37295,-70.482349,37
f2db9afc-f8a9-38db-8fc9-461b49fb21f6,fc0bcb63-569b-3658-aa03-71cf89aea64e,Jacob959 Schaden604,M,CHIROPRACTIC,563 BROADWAY,EVERETT,MA,02149-3749,42.405938,-71.054649,0
52482200-9010-3f3c-89fd-8f503cb29bfd,fc0bcb63-569b-3658-aa03-71cf89aea64e,Carolyne559 MacGyver246,F,CHIROPRACTIC,563 BROADWAY,EVERETT,MA,02149-3749,42.405938,-71.054649,0
bd3c27f9-0521-3a8d-8be4-13bab22d9671,fc0bcb63-569b-3658-aa03-71cf89aea64e,Elsie248 Parker433,F,GENERAL PRACTICE,563 BROADWAY,EVERETT,MA,02149-3749,42.405938,-71.054649,51
a7e4c8bc-8c12-3c94-ade3-91e665516605,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Lezlie553 Gutkowski940,F,CHIROPRACTIC,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,0
589ffa4c-3693-3b0d-aed6-3eae706967d4,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Wilburn655 Tromp100,M,CHIROPRACTIC,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,0
60449025-7d6d-3a25-9739-02849b512ac3,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Benjamin360 Sawayn19,M,GENERAL PRACTICE,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,70
02aca1e2-3ca5-3dba-94ec-8fcb362fb7a7,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Kristyn560 Windler79,F,GASTROENTEROLOGY,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,0
68d8514d-6516-36de-8c67-07d6d7704bf7,6af0ebcc-05f8-3fa6-9c0a-8061fdadc2a4,Earleen680 Wolf938,F,CLINICAL PSYCHOLOGIST,130 CENTRE ST,DANVERS,MA,01923-1683,42.574174,-70.95051600000001,0
f890f9bd-ef36-366d-b0df-65cacd2c79fb,6af0ebcc-05f8-3fa6-9c0a-8061fdadc2a4,Irene779 Stark857,F,CLINICAL PSYCHOLOGIST,130 CENTRE ST,DANVERS,MA,01923-1683,42.574174,-70.95051600000001,0
daa02630-16df-33b5-a10a-4ccb5d163d26,6af0ebcc-05f8-3fa6-9c0a-8061fdadc2a4,Lou594 Gerlach374,M,GENERAL PRACTICE,130 CENTRE ST,DANVERS,MA,01923-1683,42.574174,-70.95051600000001,70
51d6addf-f2b9-3170-a7e6-c1e6528830eb,0b829ba7-406d-3339-b330-1e995b1d72a0,Corine538 Leuschke194,F,CLINICAL PSYCHOLOGIST,150 MARKET ST,LYNN,MA,01901-1529,42.474862,-70.96218499999999,0
28fd6980-a35f-3b54-aa91-a77a62fe5494,0b829ba7-406d-3339-b330-1e995b1d72a0,Rodrigo242 Melgar516,M,CLINICAL PSYCHOLOGIST,150 MARKET ST,LYNN,MA,01901-1529,42.474862,-70.96218499999999,0
c4b48ce8-5a80-385d-999e-613ed329a3f8,0b829ba7-406d-3339-b330-1e995b1d72a0,Mary779 Homenick806,M,CLINICAL PSYCHOLOGIST,150 MARKET ST,LYNN,MA,01901-1529,42.474862,-70.96218499999999,0
ce5e60d3-c90c-3dc6-a940-521d089cce07,0b829ba7-406d-3339-b330-1e995b1d72a0,Julius90 Volkman526,M,CLINICAL SOCIAL WORKER,150 MARKET ST,LYNN,MA,01901-1529,42.474862,-70.96218499999999,0
034ccc65-ca05-3dbe-82a1-9fdb631ba5f5,0b829ba7-406d-3339-b330-1e995b1d72a0,Blythe746 Beahan375,F,CLINICAL SOCIAL WORKER,150 MARKET ST,LYNN,MA,01901-1529,42.474862,-70.96218499999999,0
db5b4de3-1e3d-369a-bf7d-87f0a426de70,0b829ba7-406d-3339-b330-1e995b1d72a0,Sterling124 Schulist381,M,CLINICAL SOCIAL WORKER,150 MARKET ST,LYNN,MA,01901-1529,42.474862,-70.96218499999999,0
efe46c82-2f62-3d03-85d7-75a0a4a21b34,0b829ba7-406d-3339-b330-1e995b1d72a0,Rob341 Jakubowski832,M,CLINICAL SOCIAL WORKER,150 MARKET ST,LYNN,MA,01901-1529,42.474862,-70.96218499999999,0
df6ff537-0f11-31c6-9aa4-04adf6014e9e,0b829ba7-406d-3339-b330-1e995b1d72a0,Lino542 Hudson301,M,GENERAL PRACTICE,150 MARKET ST,LYNN,MA,01901-1529,42.474862,-70.96218499999999,33
94e90750-1331-3800-8a56-dd6c32e21003,869ba21d-a974-3260-9752-4d1ba8d12f28,Sammy219 Boyer713,M,CLINICAL SOCIAL WORKER,102 WESTLAND RD,WESTON,MA,02493-1341,42.360502000000004,-71.303433,0
395b00a1-09ac-314d-a883-87d6a1294b2a,869ba21d-a974-3260-9752-4d1ba8d12f28,Joella167 Reichel38,F,GENERAL PRACTICE,102 WESTLAND RD,WESTON,MA,02493-1341,42.360502000000004,-71.303433,36
422b0f79-a3db-384e-b6da-33b0155c8551,518271fa-2372-3b99-9b3f-a9ccc3cfc33b,Racheal820 Hodkiewicz467,F,CLINICAL PSYCHOLOGIST,31 HASTINGS ST,MENDON,MA,01756-1090,42.09387,-71.544519,0
652f2f5e-fabd-3cef-9a4d-8f8ca641e32a,518271fa-2372-3b99-9b3f-a9ccc3cfc33b,Elton404 Labadie908,M,CLINICAL SOCIAL WORKER,31 HASTINGS ST,MENDON,MA,01756-1090,42.09387,-71.544519,0
03e8ff02-ebfb-3146-b74b-8b1953ef73c4,518271fa-2372-3b99-9b3f-a9ccc3cfc33b,Myron933 Schiller186,M,GENERAL PRACTICE,31 HASTINGS ST,MENDON,MA,01756-1090,42.09387,-71.544519,42
095193a0-0bc9-3d1e-b649-6d87ad5c0203,7ff0344c-ce61-36fd-8187-cd0d13af354a,Marcella377 Roberts511,F,CLINICAL SOCIAL WORKER,14 SHERIDAN CIR,ATTLEBORO,MA,02703-5316,41.931653000000004,-71.294503,0
7d21b352-c7fa-37c3-b1dc-7feb4df04ae3,7ff0344c-ce61-36fd-8187-cd0d13af354a,Lucila204 Keeling57,F,GENERAL PRACTICE,14 SHERIDAN CIR,ATTLEBORO,MA,02703-5316,41.931653000000004,-71.294503,34
45b01fef-62a0-3517-846b-7f4d3c9f60f7,86c5110e-e3dc-39f2-87a6-cd8084cd52d8,Veronika907 Abernathy524,F,CLINICAL SOCIAL WORKER,50 TRAPELO RD,BELMONT,MA,02478-4447,42.395317,-71.180284,0
66da4965-b037-3c62-9379-f9d6143b1ad4,86c5110e-e3dc-39f2-87a6-cd8084cd52d8,Edris973 Harvey63,F,GENERAL PRACTICE,50 TRAPELO RD,BELMONT,MA,02478-4447,42.395317,-71.180284,38
b8151770-03ad-3b5b-8896-d4631f167edf,59a4b308-6863-3bf6-8ef8-0e0f62d6b04e,Vernice968 Corwin846,F,OPTOMETRY,709 PLAIN ST,MARSHFIELD,MA,02050-2105,42.115139,-70.71033100000001,0
63eed581-dfb3-36ee-8a19-0de22f51ff3d,59a4b308-6863-3bf6-8ef8-0e0f62d6b04e,Karlyn611 Haag279,F,GENERAL PRACTICE,709 PLAIN ST,MARSHFIELD,MA,02050-2105,42.115139,-70.71033100000001,106
4e812716-208b-32bd-93b9-ff45055f18b2,f64a8254-152a-394c-aa57-4a7e88ce99af,Eliza161 Steuber698,F,GENERAL PRACTICE,450 W RIVER ST,ORANGE,MA,01364-1443,42.605437,-72.292074,59
329b4ea6-6b44-32f1-9592-9b76d38f4c0b,5ddddbdd-c3eb-3e78-abf7-850ef1e210b6,Louisa875 Mertz280,F,GENERAL PRACTICE,691 MASSACHUSETTS AVE,ARLINGTON,MA,02476-4900,42.418721999999995,-71.163912,30
e7686cb9-9d3f-389d-9ea8-62644de3e8d8,5ddddbdd-c3eb-3e78-abf7-850ef1e210b6,Leonarda398 Quitzon246,F,CLINICAL NURSE SPECIALIST,691 MASSACHUSETTS AVE,ARLINGTON,MA,02476-4900,42.418721999999995,-71.163912,0
9f22788b-7496-3232-9577-eb2aa4b8f2c8,5ddddbdd-c3eb-3e78-abf7-850ef1e210b6,Rosaria177 Schuster709,F,CLINICAL NURSE SPECIALIST,691 MASSACHUSETTS AVE,ARLINGTON,MA,02476-4900,42.418721999999995,-71.163912,0
9389da47-6b3f-3aec-b8a8-6f96885557b7,129f29ed-9183-311f-a596-9c762d8cb08c,Allen322 Beer512,F,CHIROPRACTIC,655 BOSTON RD,BILLERICA,MA,01821-5338,42.559673,-71.260947,0
c02fd1f2-7974-39ef-a658-0f511cf9fcaf,129f29ed-9183-311f-a596-9c762d8cb08c,Lamont867 Gusikowski974,M,CHIROPRACTIC,655 BOSTON RD,BILLERICA,MA,01821-5338,42.559673,-71.260947,0
c01a73b5-c806-33a7-9e5f-617cf6e82fe8,129f29ed-9183-311f-a596-9c762d8cb08c,Shonda871 Jacobson885,F,GENERAL PRACTICE,655 BOSTON RD,BILLERICA,MA,01821-5338,42.559673,-71.260947,23
ebde93a4-ac28-34ad-8404-2bc13a1508fb,0de9633c-54dd-39cb-947c-8ab5ecdf93a2,Michal596 Beahan375,M,CLINICAL SOCIAL WORKER,2 SHAKER RD,SHIRLEY,MA,01464-2561,42.573654,-71.640986,0
1a4cd042-8577-3536-9f09-5228bbef4b17,0de9633c-54dd-39cb-947c-8ab5ecdf93a2,Raymond398 Hansen121,M,CLINICAL SOCIAL WORKER,2 SHAKER RD,SHIRLEY,MA,01464-2561,42.573654,-71.640986,0
5079ade9-9482-3d76-84f7-a744907d9c1b,0de9633c-54dd-39cb-947c-8ab5ecdf93a2,Evelin941 Medhurst46,F,GENERAL PRACTICE,2 SHAKER RD,SHIRLEY,MA,01464-2561,42.573654,-71.640986,81
d5299c2e-40e2-35bc-91ac-be07a756831e,1b16712e-c42b-38cc-8f9c-06c60aee8f4a,Ana María762 Dávila115,F,CLINICAL SOCIAL WORKER,26 WAMPUM DR,BREWER,MA,02631-1311,41.760932,-70.070392,0
01fcc290-5dcc-3a87-ba67-c28ddece46a6,1b16712e-c42b-38cc-8f9c-06c60aee8f4a,Helena807 Christiansen251,F,GENERAL PRACTICE,26 WAMPUM DR,BREWER,MA,02631-1311,41.760932,-70.070392,35
64a8ec7d-8052-3abd-b2b6-36e96ac92548,58fa71de-2295-33b8-8932-176a72078898,Edra310 Schoen8,F,OPTOMETRY,265 PLEASANT ST,ROCKLAND,MA,02370-1280,42.129251000000004,-70.908736,0
f748cad9-3113-3653-9ed0-8c62eec1cb38,58fa71de-2295-33b8-8932-176a72078898,Delmy607 Torphy630,F,OPTOMETRY,265 PLEASANT ST,ROCKLAND,MA,02370-1280,42.129251000000004,-70.908736,0
45c63763-8f88-35c7-b0b3-a413075e8e1e,58fa71de-2295-33b8-8932-176a72078898,Celsa248 Bode78,F,GENERAL PRACTICE,265 PLEASANT ST,ROCKLAND,MA,02370-1280,42.129251000000004,-70.908736,94
d5938dcc-cff5-31fd-8c4a-fb5064d29fe7,d86bfce3-fbc5-336b-b24e-aef844d6fe3e,Pamila110 Wunsch504,F,GENERAL PRACTICE,271 MAIN ST,STONEHAM,MA,02180-3580,42.474208000000004,-71.097665,31
96d6696f-09d7-3115-b57e-e0ae2c7273ef,7b4395d5-5744-3cb2-b8a8-688c1a87c1e2,Ezequiel972 Witting912,M,GENERAL PRACTICE,1221 MAIN ST,WEYMOUTH,MA,02190-1561,42.206676,-70.94584499999998,60
93526879-ce44-331b-bc99-9978fd152cb5,27ea3751-40d6-3fcc-88ad-4b7d0c710a7b,Fidela881 Lynch190,F,CLINICAL SOCIAL WORKER,55 WAREHAM ST,CARVER,MA,02330-1716,41.875178999999996,-70.74671500000001,0
4054b67a-85b5-39c4-b5fc-0af7a69a2a4c,27ea3751-40d6-3fcc-88ad-4b7d0c710a7b,Tom274 Schumm995,M,GENERAL PRACTICE,55 WAREHAM ST,CARVER,MA,02330-1716,41.875178999999996,-70.74671500000001,138
ff986b38-c525-35c3-9eed-bb7a191e0f57,6ab2e1c9-e185-3282-a4e8-d200a6f2b36c,Johnnie679 Vandervort697,M,GENERAL PRACTICE,282 MAIN ST,GROVELAND,MA,01834-1229,42.7539,-71.015935,22
0acc9ee0-107b-37c8-96b1-fd732de90476,6ab2e1c9-e185-3282-a4e8-d200a6f2b36c,Domitila545 Grady603,F,CLINICAL NURSE SPECIALIST,282 MAIN ST,GROVELAND,MA,01834-1229,42.7539,-71.015935,0
632c236d-c195-3122-b61d-bf90f8bc9855,b77848aa-a063-3b6f-84c6-be1a49c1f645,Weston546 Bode78,M,CLINICAL SOCIAL WORKER,85 EASTERN AVE,GLOUCESTER,MA,01930-1869,42.62885,-70.685875,0
